shortname,combo_scorePOC,inequity_cancerPOC,score_cancerPOC,white_cancer_pct,black_cancer_pct,latino_cancer_pct,nonwhite_cancer_pct,inequity_respPOC,score_respPOC,white_resp_pct,black_resp_pct,latino_resp_pct,nonwhite_resp_pct,inequity_pwdisPOC,score_pwdisPOC,white_pwdis_pct,black_pwdis_pct,latino_pwdis_pct,nonwhite_pwdis_pct,inequity_leadPOC,score_leadPOC,white_lead_pct,black_lead_pct,latino_lead_pct,nonwhite_lead_pct,inequity_prmpPOC,score_prmpPOC,white_prmp_pct,black_prmp_pct,latino_prmp_pct,nonwhite_prmp_pct,cbsa_code,cbsa_title
Minneapolis,2,Extreme Inequity,1,0.25705309996396275,0.5385566543016075,0.4766623032897314,0.4925586005910996,Extreme Inequity,1,0.25640531810755846,0.5789780661847294,0.4991352869796195,0.5136385592919624,None,0,0.16483955639720693,0.15780281896686765,0.19677715246658195,0.1789736111333683,Inequity,0,0.17306368225281418,0.2569532627425101,0.2989327243715304,0.2629191438899483,Inequity,0,0.1304200804227286,0.26467892507307383,0.23723234504438223,0.25524995822010793,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
Nashville,3,Severe Inequity,1,0.1430240583967148,0.3561571349955552,0.29168618266978924,0.3128570336099109,Severe Inequity,1,0.13274858526900463,0.3117759528143476,0.2781835480093677,0.2836041754292051,Inequity,0,0.14906108420327643,0.24855014181094695,0.18504098360655738,0.20752877298971437,Inequity,0,0.13430844064134967,0.21691430667851952,0.14747511709601874,0.1807440828967996,Severe Inequity,1,0.2216759103913502,0.43312661389323964,0.37679303278688525,0.38729208886169847,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
New Haven,2,Inequity,0,0.048824583069100945,0.07631335717153234,0.13183120352785915,0.09879483996668918,Inequity,0,0.06277419905135936,0.055120389129034365,0.12290855248334245,0.09475668965950694,None,0,0.2632551947160939,0.2190251234700451,0.279125760453214,0.25302075640683186,Extreme Inequity,1,0.19250210458781603,0.44852536154083145,0.4205684488363859,0.3998648712348569,Severe Inequity,1,0.2242266798690149,0.42780853507109445,0.40413944056394246,0.39907609634995206,35300,"New Haven-Milford, CT"
New Orleans,0,Inequity,0,0.1336664163435455,0.16140010608243927,0.19990308164474038,0.16568690708563646,None,0,0.06907079035694033,0.05946535361192494,0.03445985964786331,0.05082181160986662,None,0,0.2585388281812748,0.16085375875578503,0.1487786492452932,0.16055271767484117,None,0,0.29369185734647274,0.33432586431008854,0.26025270563741765,0.30964574255591293,Inequity,0,0.3474811874511487,0.4585629699440677,0.3644399375415044,0.4306705651183919,35380,"New Orleans-Metairie, LA"
New York,3,Severe Inequity,1,0.21046530236923372,0.25881863036570046,0.435943005465872,0.3567445621000024,Severe Inequity,1,0.2216102896001367,0.23829629862978816,0.4233346174489217,0.3499724113160702,None,0,0.22157649636231053,0.15268923269974655,0.2352256400081886,0.2061277702599731,Inequity,0,0.2003644018642113,0.2516108750638246,0.25170783515995443,0.2462271852496843,Severe Inequity,1,0.12443608240757945,0.2810873619976557,0.29579732321862623,0.2628999593349308,35620,"New York-Newark-Jersey City, NY-NJ-PA"
Sarasota,3,None,0,0,0,0,0,None,0,0,0,0,0,Extreme Inequity,1,0.2810587945847812,0.568858975872791,0.3663798196211256,0.40928439438602665,Severe Inequity,1,0.14180939317582095,0.3608454362970835,0.27700760111850653,0.2838004311672313,Severe Inequity,1,0.10688287233649098,0.31867201952217894,0.16562955377889804,0.19970632231950372,35840,"North Port-Sarasota-Bradenton, FL"
Ogden,1,None,0,0.026018636673887884,0.061566131710016604,0.04572826496048175,0.044195501240674735,Inequity,0,0.08559367302727246,0.18884892086330934,0.14896970267218668,0.148412178818813,None,0,0.07368608481467193,0.09449363586054234,0.06696932630786602,0.06866952789699571,Inequity,0,0.19310880790574828,0.2241283895960155,0.3165576778321415,0.28834574008066405,Severe Inequity,1,0.3018610707184616,0.48837852794687325,0.4765948438088069,0.45853236665777586,36260,"Ogden-Clearfield, UT"
Oklahoma City,3,Severe Inequity,1,0.1351573310533362,0.24412018401380103,0.30276738642965345,0.24239853750675674,Severe Inequity,1,0.24151582310522113,0.36372196664749856,0.45628485022885096,0.37068454158408426,Inequity,0,0.13053133683582896,0.18356095457159288,0.06861728408467757,0.11493042832183759,Severe Inequity,1,0.15250593436758203,0.24197096032202414,0.4003941774667311,0.27234887671044294,Inequity,0,0.17048228689714137,0.23461040828062105,0.2739696277031833,0.23125573184384685,36420,"Oklahoma City, OK"
Omaha,4,Severe Inequity,1,0.37921177583826554,0.5758034782857224,0.607046516895579,0.5615226392893392,Extreme Inequity,1,0.3640026342769065,0.6556725781328151,0.7461338879393777,0.6528297988916134,None,0,0.09808450839287955,0.01701987795990111,0.02859172621131314,0.03625160554372917,Extreme Inequity,1,0.1456834101194027,0.3707932606427826,0.4475732553590182,0.36737086039179756,Extreme Inequity,1,0.23039910423303478,0.22411649541992368,0.604863785186253,0.3994637708496133,36540,"Omaha-Council Bluffs, NE-IA"
Orlando,1,Inequity,0,0.3764876263473708,0.45141020285854383,0.48769603699823033,0.47327551605397444,Severe Inequity,1,0.31583747268539986,0.43960294831115526,0.480622540408388,0.4640206653297386,None,0,0.1640635073526335,0.1261697639846306,0.17683871311180616,0.16350933893816622,None,0,0.12833058799720257,0.1669360550641992,0.08103490136964603,0.10540529025863803,Inequity,0,0.3854784954362523,0.49197931719770344,0.3522570140963569,0.40039823812517145,36740,"Orlando-Kissimmee-Sanford, FL"
Oxnard,1,None,0,0,0,0,0,Inequity,0,0.09643779656876757,0.17919843323774218,0.19390986197493923,0.18717685346365515,None,0,0.4675872750235176,0.4971672378820732,0.46892292886358167,0.4647082355739601,Inequity,0,0.04270330389950574,0.053647618381478634,0.10605059167424868,0.0887932619014153,Extreme Inequity,1,0.07780821063463768,0.4172203958872491,0.4581237330648975,0.4127236752478673,37100,"Oxnard-Thousand Oaks-Ventura, CA"
Palm Bay,0,None,0,0,0,0,0,None,0,0,0,0,0,None,0,0.08029203779420604,0.08131277824791198,0.12038296883815086,0.09388466857749894,None,0,0.10286714666593244,0.14914088082710916,0.10775561676567219,0.12120422521095989,None,0,0.057847712661242584,0.092037970491923915,0.03811435967212027,0.05979034294762582,37340,"Palm Bay-Melbourne-Titusville, FL"
Philadelphia,4,Extreme Inequity,1,0.14517602233878754,0.41297494876306634,0.3748518175301173,0.3665393215105161,Extreme Inequity,1,0.23588820167540905,0.6562028067555826,0.517918276712185,0.5668265151032675,Inequity,0,0.28588391435803945,0.38359640762493025,0.23823544839403424,0.3274204903204485,Extreme Inequity,1,0.18986904242633404,0.46739986833464375,0.382055496301995,0.3928235166541301,Severe Inequity,1,0.19643928972199542,0.300303089439321,0.3920951864738692,0.3131326736286226,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
Phoenix,4,Extreme Inequity,1,0.19255517145661138,0.3723573034705766,0.4525963761258798,0.4133654593370552,Extreme Inequity,1,0.18826249918469565,0.37966016850281176,0.4571674871660402,0.41357350329551984,None,0,0.17547776835648293,0.1790796533056667,0.16627866454810944,0.16626383645297288,Severe Inequity,1,0.11785926102329419,0.1983077053501863,0.2997701877151306,0.25600468051837777,Severe Inequity,1,0.1876720671416415,0.36705677180262486,0.4031904711117874,0.3736949595467466,38060,"Phoenix-Mesa-Chandler, AZ"
Pittsburgh,2,Extreme Inequity,1,0.33138951665120353,0.7951262134881452,0.503980523432745,0.6662537790953653,None,0,0.03254792021326561,0.05399117658095192,0.048496652465003044,0.04806128738736094,None,0,0.12058930346596797,0.11823703155739243,0.1208277541083384,0.11212832780533623,Severe Inequity,1,0.17929461004030126,0.3928512079936103,0.2679488740109556,0.32052599137045407,Inequity,0,0.12147137998258954,0.17278570241598723,0.13127206329884358,0.15129002905867503,38300,"Pittsburgh, PA"
Portland,0,Inequity,0,0.3333846545191651,0.40959111257504754,0.2450163474054259,0.2955357976754975,None,0,0.3094288175152513,0.3499273854261802,0.2051368774918263,0.2465883462531904,Inequity,0,0.2301548784134167,0.2986929376712431,0.23214340620483964,0.23585080435871014,Inequity,0,0.21336783009563592,0.29072779266667664,0.16538039746230873,0.1917615050013091,Inequity,0,0.18699041409502898,0.3238759713135003,0.23306924672112386,0.22819994212475636,38900,"Portland-Vancouver-Hillsboro, OR-WA"
Poughkeepsie,2,None,0,0,0,0,0,None,0,0,0,0,0,Severe Inequity,1,0.16926583281951907,0.3998442554211094,0.29553890266856653,0.33043114159449116,Inequity,0,0.030613053818373998,0.10047022882472745,0.10374338135697574,0.0977657826587596,Severe Inequity,1,0.0781709680260724,0.31533784593267045,0.2558006579063099,0.25851655978772886,39100,"Poughkeepsie-Newburgh-Middletown, NY"
Providence,4,Extreme Inequity,1,0.062103929024081114,0.37416985796693975,0.4068783882502211,0.344173874429013,Extreme Inequity,1,0.06848952750349713,0.37297009064908626,0.41706236302818256,0.35529299647491147,None,0,0.20068800839803946,0.22470793543070436,0.18773789841977778,0.20299819629229546,Severe Inequity,1,0.16155876286627452,0.32523389403267244,0.3642152716367411,0.32944484221923404,Severe Inequity,1,0.212123601661537,0.3683770420282127,0.3769848898458226,0.36711813412300637,39300,"Providence-Warwick, RI-MA"
Provo,1,None,0,0,0,0,0,Inequity,0,0.05524754382206639,0.1893821794473766,0.0877685835477366,0.08705960804653058,Inequity,0,0.30627983624825333,0.32940080720273207,0.3892357972324595,0.37969103100803914,None,0,0.1350303349521146,0.08755045017075443,0.1617829080036159,0.15357685325825213,Severe Inequity,1,0.23151061575923856,0.38745731139397704,0.34780613309227454,0.33594820879487275,39340,"Provo-Orem, UT"
Raleigh,0,None,0,0.11289811469422663,0.12306060255371677,0.10492585987623182,0.11873822792675585,None,0,0.08237032940546003,0.1265517108359372,0.09129146624794844,0.1175770403308802,None,0,0.2252921434785109,0.21075107047795394,0.23979196714672427,0.21694207654517564,None,0,0.07992453393464746,0.116834471318906,0.0820266151321165,0.090104662226451,Inequity,0,0.09122609109517558,0.15319600354897195,0.15223059816550263,0.138125012136158,39580,"Raleigh-Cary, NC"
Richmond,3,Extreme Inequity,1,0.5472425300331785,0.8124848875634723,0.8036528533206044,0.79759004593813565,Severe Inequity,1,0.36944693852015525,0.5490099674914699,0.5064502757225942,0.542951511384949,None,0,0.16471945429470672,0.1817522366406061,0.14070017209109523,0.16450499860765586,Inequity,0,0.21137005193330208,0.3431745520002149,0.23085329548166664,0.3009879188788956,Extreme Inequity,1,0.23381673333067501,0.4924101985438328,0.3796555665816679,0.43864741604902524,40060,"Richmond, VA"
Riverside,0,None,0,0.022272469087254772,0.026126382306477094,0.05261870030859844,0.0485130674722567,None,0,0.011255707388473805,0.015481832543443918,0.024613477873457437,0.02311462795837584,None,0,0.1569893662341067,0.14028751974723538,0.1266406118299509,0.13929150803274992,None,0,0.03916797745445012,0.04836334913112164,0.080494910017924165,0.06945500568207147,None,0,0.12059930309782846,0.12218325434439178,0.15987644021206251,0.15061365725770762,40140,"Riverside-San Bernardino-Ontario, CA"
Rochester,2,None,0,0,0,0,0,None,0,0,0,0,0,None,0,0.3114623726105341,0.2890430695871426,0.3479857177102916,0.3029554400193825,Severe Inequity,1,0.0791653676026423,0.2678598994871443,0.22157736029977668,0.2179979584784707,Extreme Inequity,1,0.15627253064167268,0.6105041079912866,0.47444454257560653,0.49739646427535916,40380,"Rochester, NY"
Sacramento,1,None,0,0.49588516303579855,0.3447746908297995,0.37913592834722804,0.3342786117790255,None,0,0.6014371973989636,0.5818675084463207,0.5844219196705251,0.5300263056281747,Inequity,0,0.08287518809915935,0.1856922813623139,0.1549771086986945,0.15749104532543834,None,0,0.08972484842575155,0.09657012823194579,0.1337511745536696,0.1023468888553299,Severe Inequity,1,0.1440444975882816,0.3332953011200487,0.30778304244387134,0.2972147141512343,40900,"Sacramento-Roseville-Folsom, CA"
St. Louis,4,Extreme Inequity,1,0.31677971248261766,0.6932876879333331,0.49506269500893973,0.6286970727352165,Extreme Inequity,1,0.3540659746599439,0.6063634826312829,0.4964182627697989,0.5836049291589439,None,0,0.20009012720313626,0.18638385395569435,0.21213466864548397,0.19185836673441864,Extreme Inequity,1,0.1792641674741368,0.48998147703900047,0.30349526135580146,0.42501512885989456,Severe Inequity,1,0.18748343960993874,0.43247771149013486,0.30120481927710846,0.3901699045592821,41180,"St. Louis, MO-IL"
Salt Lake City,4,Extreme Inequity,1,0.3615045762938114,0.6776309443426256,0.6393228986150199,0.6106356284127256,Extreme Inequity,1,0.3226400311083511,0.6130510272981576,0.5517368861284792,0.5346146823036008,Severe Inequity,1,0.22387217717831004,0.37503617247033855,0.3281021105118927,0.3202616496533525,None,0,0.23962832485011695,0.19740522812771294,0.24035435527027216,0.2340886734327233,Severe Inequity,1,0.13411878050620715,0.34537474679270763,0.3148530682600639,0.3035860492787258,41620,"Salt Lake City, UT"
San Antonio,2,None,0,0,0,0,0,None,0,0.0038537082319489734,0.015710163513946777,0.00705184569625272,0.007712064985893085,Inequity,0,0.10580257322827448,0.16086566207117667,0.14350067080316425,0.14138256314509043,Severe Inequity,1,0.11397065456509267,0.13118307149727476,0.2944028535103415,0.2634962664636672,Severe Inequity,1,0.10046222848737141,0.2644565565886502,0.2204601548772584,0.2160740622170522,41700,"San Antonio-New Braunfels, TX"
San Diego,0,Inequity,0,0.029688447373368034,0.0792457907280695,0.12780029297093468,0.09932992377515971,None,0,0.0018143234248283642,6.791214986801978e-4,6.827636626556911e-4,6.713502393208506e-4,Inequity,0,0.1297396800012709,0.10757028266830682,0.2175984794862181,0.17473440952475383,None,0,0.0755502543097628,0.06807872683939417,0.07422437421533633,0.06606762136511206,None,0,0.033736751666053284,0.055277927269931575,0.045176941379862674,0.03905519086121717,41740,"San Diego-Chula Vista-Carlsbad, CA"
San Francisco,0,None,0,0,0,0,0,None,0,0.032209804221762034,0.026320450813150917,0.023278584287589502,0.035601261643919066,None,0,0.1214410610541244,0.11184765541735342,0.15412334236390268,0.12164609528813253,None,0,0.3634674423664214,0.36960313671803463,0.3554757822755084,0.3510770350029773,Inequity,0,0.055091335422995415,0.18878551249373288,0.19336926056605871,0.1373835432023599,41860,"San Francisco-Oakland-Berkeley, CA"
San Jose,0,None,0,0,0,0,0,None,0,0.0028793870882556005,0.008859624176929976,0.0041892843116235565,0.0030597981224802094,None,0,0.14394708291043992,0.08691181939492049,0.0692749768052533,0.10089093905417733,None,0,0.15225117164010524,0.07159888871874522,0.12684348431579767,0.09975721726847356,Inequity,0,0.05595078634311477,0.17060792334784416,0.13672283368655122,0.1306332950766605,41940,"San Jose-Sunnyvale-Santa Clara, CA"
Seattle,2,Inequity,0,0.349523281605503,0.4909590997084762,0.41787319791396255,0.4316341986240801,Severe Inequity,1,0.31642566107481446,0.4960756405973264,0.4079467849679872,0.40292335497087833,Inequity,0,0.1542989557830321,0.2962376491370986,0.25325461429125873,0.23673026608763312,None,0,0.21274645145015622,0.1988998064135245,0.17444218545582593,0.1832116382648973,Severe Inequity,1,0.15002363386851733,0.3078528376665278,0.1974204691785135,0.22902967324188206,42660,"Seattle-Tacoma-Bellevue, WA"
Spokane,1,None,0,0.011475117936924394,0.026224818214328288,0.017271777458534674,0.016162626010164126,Severe Inequity,1,0.1693486277698283,0.3632137322684468,0.24010709155021548,0.2602087573344759,None,0,0.47150528061372254,0.5146024555966147,0.5196225675852162,0.5132169338617727,Inequity,0,0.28306149024218097,0.3484324710930981,0.3114796917852945,0.32625177039073566,Inequity,0,0.09086345489221026,0.15293837167719632,0.12916285751599843,0.1284202758834101,44060,"Spokane-Spokane Valley, WA"
Springfield,4,Extreme Inequity,1,0.09038618554942175,0.427560892605377,0.42067385569491367,0.3763795950291127,Extreme Inequity,1,0.06930582467086689,0.34943361369050513,0.3651517255210503,0.3168940644824889,None,0,0.06832888531422512,0.05250619864845155,0.10566791626170531,0.09195851800353408,Severe Inequity,1,0.16387396060558054,0.26914288492391464,0.32933000107989696,0.29502814711817926,Extreme Inequity,1,0.2080149648423695,0.5812630657785989,0.616266333441323,0.5434952637524985,44140,"Springfield, MA"
Stockton,1,None,0,0,0,0,0,Inequity,0,0.013618932049097497,0.07605436737957226,0.09863300624790625,0.07657668338292886,Inequity,0,0.18286407705415017,0.3314811113332001,0.17902641943908698,0.25871873604508255,Inequity,0,0.1233568278585593,0.11964821107335599,0.19039364086085156,0.14980616249155296,Severe Inequity,1,0.388183959172801,0.4390365780531681,0.5752497048425339,0.5005275699771189,44700,"Stockton, CA"
Syracuse,1,None,0,0,0,0,0,None,0,0,0,0,0,None,0,0.26129450857730074,0.11271065409882891,0.2124278512457076,0.1562510491153859,Severe Inequity,1,0.09437843635845392,0.26388650861658575,0.17655439468108425,0.21065397656695875,Inequity,0,0.23489877509994975,0.3128439493478054,0.3292175056623073,0.31564944438849163,45060,"Syracuse, NY"
Tampa,4,Severe Inequity,1,0.2688060486481424,0.5155505222947162,0.5143862230021242,0.49243903727523014,Extreme Inequity,1,0.1151366472860438,0.37514226474200785,0.2920058580607708,0.2976051394281191,Severe Inequity,1,0.3095907837573295,0.4624730964695807,0.46168511603973983,0.44634405519792913,Inequity,0,0.20126154166010524,0.34635971287876227,0.2127620624595939,0.2499815966487714,Severe Inequity,1,0.18910002068775994,0.3400887957360017,0.2284693177470215,0.2604979210708412,45300,"Tampa-St. Petersburg-Clearwater, FL"
Toledo,2,None,0,0.0037645053863917966,0.049172421094733375,0.004404781022735093,0.029535705034653123,None,0,0,0,0,0,None,0,0.09493181079089603,0.028621172374039786,0.06639289729060084,0.048545958820593496,Extreme Inequity,1,0.20261436563247395,0.4878304139659087,0.3702769047236688,0.41722737122748493,Extreme Inequity,1,0.2366040003787146,0.5069817779712259,0.4101034664708986,0.44105178698912706,45780,"Toledo, OH"
Tucson,0,None,0,0,0,0,0,None,0,0.0028396260500406466,0.02141641028704561,0.02517871845472248,0.02293671427332447,Inequity,0,0.25185356637461237,0.23498312374921593,0.38955526222930853,0.35930689654476916,Inequity,0,0.2381729292746816,0.37336838017861945,0.32264202726191565,0.332108374563079,Inequity,0,0.019847273657905038,0.09603034738194091,0.09302769319236248,0.08410868113892929,46060,"Tucson, AZ"
Tulsa,3,Extreme Inequity,1,0.43007025062426874,0.7958315665034759,0.7363767556251143,0.6029263006821503,Extreme Inequity,1,0.17530180109485932,0.3292214383922491,0.5125612309193276,0.30597335377574636,None,0,0.3926374362329132,0.3567325854824409,0.29717067420069515,0.35619655841217784,Inequity,0,0.17329575031116318,0.31578068180357993,0.2628610337608488,0.23717618036202667,Severe Inequity,1,0.22294822648639662,0.39415082944630764,0.36700949206284683,0.3035583055468297,46140,"Tulsa, OK"
Honolulu,0,Inequity,0,0.24193289807561544,0.31054246773174476,0.2577202660205186,0.3022830289128931,Inequity,0,0.24571422253426134,0.3402834190811445,0.24739908233231944,0.2992541657752148,None,0,0.2609887831764231,0.3079249029695821,0.2625148218796721,0.240451928770095,None,0,0.23153425581433917,0.10321328639768933,0.2001237304737846,0.2445256563987999,Inequity,0,0.14717865652416676,0.19726509612780938,0.14488838480177346,0.1547170656224656,46520,"Urban Honolulu, HI"
Virginia Beach,1,None,0,0,0,0,0,None,0,0.013486940011289578,0.015014166454896814,0.027457333830963934,0.01745284037293349,Inequity,0,0.16727459331862268,0.23953256388179828,0.16828113866929054,0.21261552568712144,Inequity,0,0.17921280853902602,0.27617570196964925,0.1623859125301123,0.2405702971504193,Severe Inequity,1,0.1650844152511931,0.3249636830506996,0.23948189868693381,0.2885484626844252,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
Washington,0,Inequity,0,0.27553398691790565,0.3248966639353552,0.40221938718046907,0.34404281145788695,Inequity,0,0.3061858361007358,0.32333082782185946,0.42750541126649233,0.3637203040819366,None,0,0.2345127125556613,0.18195028665743493,0.17151001468260388,0.18194839988592929,None,0,0.16018791856814762,0.09771169075127566,0.18725029846436755,0.12663476911787394,None,0,0.1105573153760712,0.15837676726490638,0.1324690324020699,0.13360457206754336,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
Wichita,4,Extreme Inequity,1,0.33805126547866776,0.8375730899518847,0.6957074340527578,0.7055213358483428,Extreme Inequity,1,0.2946553150977468,0.7500593350162902,0.4543764988009592,0.5551660629531329,None,0,0.3552773222641707,0.18944052473730771,0.3731175059952038,0.2984236677961952,Severe Inequity,1,0.19175752070554994,0.3912227328629685,0.4284292565947242,0.37441367452885305,Severe Inequity,1,0.10474289744502358,0.3218978574665027,0.2615347721822542,0.23148658197984653,48620,"Wichita, KS"
Winston-Salem,2,None,0,0.047344987642148305,0.07279319122676198,0.03301147269557063,0.061161487663382884,None,0,0,0,0,0,Inequity,0,0.1766435502578312,0.28540450661249817,0.21890430629020205,0.2549929430868213,Severe Inequity,1,0.18446982285245186,0.3711998491510461,0.3359316620023737,0.3424467427271311,Extreme Inequity,1,0.11871460735484751,0.3945385821912525,0.292736889917801,0.3358713045612677,49180,"Winston-Salem, NC"
Worcester,2,None,0,0.011065650502758841,0.006351068713972351,7.371097925035935e-5,0.003847477971211374,None,0,0,0,0,0,Severe Inequity,1,0.24554235178801528,0.4637555476202622,0.3578023071536505,0.3897816195695663,Severe Inequity,1,0.11450428969482043,0.2816915778197215,0.30063022887259055,0.2524029291077759,None,0,0.04152716439608366,0.06126613273478549,0.03206427597390631,0.041494142714914445,49340,"Worcester, MA-CT"
